release_year,listed_in,cast,count
1942,"Classic Movies, Documentaries",Henry Fonda,1
1942,"Classic Movies, Documentaries",Jane Darwell,1
1944,"Classic Movies, Documentaries",Burgess Meredith,1
1945,"Classic Movies, Documentaries",Dana Andrews,1
1945,"Classic Movies, Documentaries",Walter Huston,1
1946,"Classic Movies, Documentaries",Walter Huston,1
1947,"Classic Movies, Documentaries",James Stewart,1
1947,"Classic Movies, Documentaries",Lloyd Bridges,1
1954,"Children & Family Movies, Classic Movies, Comedies",Anne Whitfield,1
1954,"Children & Family Movies, Classic Movies, Comedies",Bing Crosby,1
1954,"Children & Family Movies, Classic Movies, Comedies",Danny Kaye,1
1954,"Children & Family Movies, Classic Movies, Comedies",Dean Jagger,1
1954,"Children & Family Movies, Classic Movies, Comedies",George Chakiris,1
1954,"Children & Family Movies, Classic Movies, Comedies",John Brascia,1
1954,"Children & Family Movies, Classic Movies, Comedies",Mary Wickes,1
1954,"Children & Family Movies, Classic Movies, Comedies",Rosemary Clooney,1
1954,"Children & Family Movies, Classic Movies, Comedies",Vera-Ellen,1
1954,"Classic Movies, Dramas, International Movies",Abdel-Wareth Asar,1
1954,"Classic Movies, Dramas, International Movies",Abdelghany Kamar,1
1954,"Classic Movies, Dramas, International Movies",Farid Shawqy,1
1954,"Classic Movies, Dramas, International Movies",Faten Hamama,1
1954,"Classic Movies, Dramas, International Movies",Hamdy Gheith,1
1954,"Classic Movies, Dramas, International Movies",Menassa Fahmy,1
1954,"Classic Movies, Dramas, International Movies",Mohsen Hassanein,1
1954,"Classic Movies, Dramas, International Movies",Omar Sharif,1
1954,"Classic Movies, Dramas, International Movies",Rafeaa El Shal,1
1954,"Classic Movies, Dramas, International Movies",Zaki Rostom,1
1955,"Classic Movies, Comedies, Independent Movies",Alberto Sordi,1
1955,"Classic Movies, Comedies, Independent Movies",Antonio Cifariello,1
1955,"Classic Movies, Comedies, Independent Movies",Clara Crispo,1
1955,"Classic Movies, Comedies, Independent Movies",Eloisa Cianni,1
1955,"Classic Movies, Comedies, Independent Movies",Franca Valeri,1
1955,"Classic Movies, Comedies, Independent Movies",Franco Fantasia,1
1955,"Classic Movies, Comedies, Independent Movies",Lea Padovani,1
1955,"Classic Movies, Comedies, Independent Movies",Leopoldo Trieste,1
1955,"Classic Movies, Comedies, Independent Movies",Lina Gennari,1
1955,"Classic Movies, Comedies, Independent Movies",Mario Carotenuto,1
1955,"Classic Movies, Comedies, Independent Movies",Maurizio Arena,1
1955,"Classic Movies, Comedies, Independent Movies",Pasquale Misiano,1
1955,"Classic Movies, Comedies, Independent Movies",Peppino De Filippo,1
1955,"Classic Movies, Comedies, Independent Movies",Raf Vallone,1
1955,"Classic Movies, Comedies, Independent Movies",Sophia Loren,2
1955,"Classic Movies, Comedies, Independent Movies",Tina Pica,2
1955,"Classic Movies, Comedies, Independent Movies",Virgilio Riento,2
1955,"Classic Movies, Comedies, Independent Movies",Vittorio De Sica,2
1955,"Classic Movies, Comedies, Independent Movies",Yoka Berretty,1
1955,"Classic Movies, Dramas",Ann Doran,1
1955,"Classic Movies, Dramas",Corey Allen,1
1955,"Classic Movies, Dramas",Dennis Hopper,1
1955,"Classic Movies, Dramas",Edward Platt,1
1955,"Classic Movies, Dramas",James Dean,1
1955,"Classic Movies, Dramas",Jim Backus,1
1955,"Classic Movies, Dramas",Natalie Wood,1
1955,"Classic Movies, Dramas",Rochelle Hudson,1
1955,"Classic Movies, Dramas",Sal Mineo,1
1955,"Classic Movies, Dramas",William Hopper,1
1956,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",Anne Francis,1
1956,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",Earl Holliman,1
1956,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",Jack Kelly,1
1956,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",James Drury,1
1956,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",Leslie Nielsen,1
1956,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",Walter Pidgeon,1
1956,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",Warren Stevens,1
1956,"Classic Movies, Dramas, International Movies",Ahmed Ramzy,1
1956,"Classic Movies, Dramas, International Movies",Aziza Helmy,1
1956,"Classic Movies, Dramas, International Movies",Faten Hamama,1
1956,"Classic Movies, Dramas, International Movies",Ferdoos Mohammed,1
1956,"Classic Movies, Dramas, International Movies",Hussein Riad,1
1956,"Classic Movies, Dramas, International Movies",Omar Sharif,1
1956,"Classic Movies, Dramas, International Movies",Tawfik El Deken,1
1958,"Classic Movies, Comedies, Music & Musicals",Corinne Marchand,1
1958,"Classic Movies, Comedies, Music & Musicals",Edwin Jerome,1
1958,"Classic Movies, Comedies, Music & Musicals",Eva Gabor,1
1958,"Classic Movies, Comedies, Music & Musicals",Hermione Gingold,1
1958,"Classic Movies, Comedies, Music & Musicals",Isabel Jeans,1
1958,"Classic Movies, Comedies, Music & Musicals",Jacques Bergerac,1
1958,"Classic Movies, Comedies, Music & Musicals",John Abbott,1
1958,"Classic Movies, Comedies, Music & Musicals",Leslie Caron,1
1958,"Classic Movies, Comedies, Music & Musicals",Louis Jourdan,1
1958,"Classic Movies, Comedies, Music & Musicals",Maurice Chevalier,1
1958,"Classic Movies, Dramas",Burl Ives,1
1958,"Classic Movies, Dramas",Elizabeth Taylor,1
1958,"Classic Movies, Dramas",Jack Carson,1
1958,"Classic Movies, Dramas",Judith Anderson,1
1958,"Classic Movies, Dramas",Larry Gates,1
1958,"Classic Movies, Dramas",Madeleine Sherwood,1
1958,"Classic Movies, Dramas",Paul Newman,1
1958,"Classic Movies, Dramas",Vaughn Taylor,1
1958,"Classic Movies, Dramas, International Movies",Abdel Aziz Khalil,1
1958,"Classic Movies, Dramas, International Movies",Abdel Ghani Nagdi,1
1958,"Classic Movies, Dramas, International Movies",Farid Shawqy,1
1958,"Classic Movies, Dramas, International Movies",Hassan el Baroudi,1
1958,"Classic Movies, Dramas, International Movies",Hind Rostom,1
1958,"Classic Movies, Dramas, International Movies",Naima Wasfy,1
1958,"Classic Movies, Dramas, International Movies",Said Khalil,1
1958,"Classic Movies, Dramas, International Movies",Youssef Chahine,1
1959,"Dramas, International Movies",Dhumal,1
1959,"Dramas, International Movies",Kumkum,1
1959,"Dramas, International Movies",Leela Chitnis,1
1959,"Dramas, International Movies",Mala Sinha,1
1959,"Dramas, International Movies",Raaj Kumar,1
1959,"Dramas, International Movies",Shammi Kapoor,1
1960,"Action & Adventure, Classic Movies, Comedies",Angie Dickinson,1
1960,"Action & Adventure, Classic Movies, Comedies",Cesar Romero,1
1960,"Action & Adventure, Classic Movies, Comedies",Dean Martin,1
1960,"Action & Adventure, Classic Movies, Comedies",Frank Sinatra,1
1960,"Action & Adventure, Classic Movies, Comedies",Joey Bishop,1
1960,"Action & Adventure, Classic Movies, Comedies",Patrice Wymore,1
1960,"Action & Adventure, Classic Movies, Comedies",Peter Lawford,1
1960,"Action & Adventure, Classic Movies, Comedies",Richard Conte,1
1960,"Action & Adventure, Classic Movies, Comedies",Sammy Davis Jr.,1
1960,"Action & Adventure, Dramas, International Movies",Chanchal,1
1960,"Action & Adventure, Dramas, International Movies",Lalita Pawar,1
1960,"Action & Adventure, Dramas, International Movies",Nana Palsikar,1
1960,"Action & Adventure, Dramas, International Movies",Nayampally,1
1960,"Action & Adventure, Dramas, International Movies",Padmini,1
1960,"Action & Adventure, Dramas, International Movies",Pran,1
1960,"Action & Adventure, Dramas, International Movies",Raj Kapoor,1
1960,"Action & Adventure, Dramas, International Movies",Raj Mehra,1
1960,"Action & Adventure, Dramas, International Movies",Sulochana Chatterjee,1
1960,"Action & Adventure, Dramas, International Movies",Tiwari,1
1960,"Classic Movies, Dramas, Romantic Movies",Betty Field,1
1960,"Classic Movies, Dramas, Romantic Movies",Dina Merrill,1
1960,"Classic Movies, Dramas, Romantic Movies",Eddie Fisher,1
1960,"Classic Movies, Dramas, Romantic Movies",Elizabeth Taylor,1
1960,"Classic Movies, Dramas, Romantic Movies",Jeffrey Lynn,1
1960,"Classic Movies, Dramas, Romantic Movies",Laurence Harvey,1
1960,"Classic Movies, Dramas, Romantic Movies",Mildred Dunnock,1
1960,"Classic Movies, Dramas, Romantic Movies",Susan Oliver,1
1960,"Comedies, Dramas, International Movies",Agha,1
1960,"Comedies, Dramas, International Movies",Helen,1
1960,"Comedies, Dramas, International Movies",K.N. Singh,1
1960,"Comedies, Dramas, International Movies",Madan Puri,1
1960,"Comedies, Dramas, International Movies",Maria Menado,1
1960,"Comedies, Dramas, International Movies",Padmini,1
1960,"Comedies, Dramas, International Movies",Shammi Kapoor,1
1960,"Comedies, Dramas, International Movies",Shashikala,1
1961,"Action & Adventure, Classic Movies",Anthony Quayle,1
1961,"Action & Adventure, Classic Movies",Anthony Quinn,1
1961,"Action & Adventure, Classic Movies",David Niven,1
1961,"Action & Adventure, Classic Movies",Gia Scala,1
1961,"Action & Adventure, Classic Movies",Gregory Peck,1
1961,"Action & Adventure, Classic Movies",Irene Papas,1
1961,"Action & Adventure, Classic Movies",James Darren,1
1961,"Action & Adventure, Classic Movies",James Robertson Justice,1
1961,"Action & Adventure, Classic Movies",Richard Harris,1
1961,"Action & Adventure, Classic Movies",Stanley Baker,1
1962,"Action & Adventure, Classic Movies, Dramas",Hugh Griffith,1
1962,"Action & Adventure, Classic Movies, Dramas",Marlon Brando,1
1962,"Action & Adventure, Classic Movies, Dramas",Richard Harris,1
1962,"Action & Adventure, Classic Movies, Dramas",Richard Haydn,1
1962,"Action & Adventure, Classic Movies, Dramas",Tarita,1
1962,"Action & Adventure, Classic Movies, Dramas",Trevor Howard,1
1962,"Classic Movies, Dramas, Romantic Movies",Cec Linder,1
1962,"Classic Movies, Dramas, Romantic Movies",Diana Decker,1
1962,"Classic Movies, Dramas, Romantic Movies",Gary Cockrell,1
1962,"Classic Movies, Dramas, Romantic Movies",James Mason,1
1962,"Classic Movies, Dramas, Romantic Movies",Jerry Stovin,1
1962,"Classic Movies, Dramas, Romantic Movies",Lois Maxwell,1
1962,"Classic Movies, Dramas, Romantic Movies",Peter Sellers,1
1962,"Classic Movies, Dramas, Romantic Movies",Shelley Winters,1
1962,"Classic Movies, Dramas, Romantic Movies",Sue Lyon,1
1962,"Comedies, Dramas, International Movies",Bela Bose,1
1962,"Comedies, Dramas, International Movies",Bir Sakuja,1
1962,"Comedies, Dramas, International Movies",Kalpana,1
1962,"Comedies, Dramas, International Movies",Lalita Pawar,1
1962,"Comedies, Dramas, International Movies",Parveen Choudhary,1
1962,"Comedies, Dramas, International Movies",Pratima Devi,1
1962,"Comedies, Dramas, International Movies",Rashid Khan,1
1962,"Comedies, Dramas, International Movies",Ratnamala,1
1962,"Comedies, Dramas, International Movies",Salim,1
1962,"Comedies, Dramas, International Movies",Shammi Kapoor,1
1963,"Action & Adventure, Classic Movies, Dramas",Ahmad Mazhar,1
1963,"Action & Adventure, Classic Movies, Dramas",Hamdy Gheith,1
1963,"Action & Adventure, Classic Movies, Dramas",Hussein Riad,1
1963,"Action & Adventure, Classic Movies, Dramas",Laila Fawzy,1
1963,"Action & Adventure, Classic Movies, Dramas",Laila Taher,1
1963,"Action & Adventure, Classic Movies, Dramas",Mahmoud El Meleigy,1
1963,"Action & Adventure, Classic Movies, Dramas",Nadia Lotfi,1
1963,"Action & Adventure, Classic Movies, Dramas",Omar El-Hariri,1
1963,"Action & Adventure, Classic Movies, Dramas",Salah Zo El Faqqar,1
1963,"Action & Adventure, Classic Movies, Dramas",Zaki Tolaimat,1
1963,"Classic & Cult TV, TV Sci-Fi & Fantasy",Rod Serling,1
1964,"Classic Movies, Dramas, International Movies",Achala Sachdev,1
1964,"Classic Movies, Dramas, International Movies",Hari Shivdasani,1
1964,"Classic Movies, Dramas, International Movies",Iftekhar,1
1964,"Classic Movies, Dramas, International Movies",Lalita Pawar,1
1964,"Classic Movies, Dramas, International Movies",Raj Kapoor,1
1964,"Classic Movies, Dramas, International Movies",Raj Mehra,1
1964,"Classic Movies, Dramas, International Movies",Rajendra Kumar,1
1964,"Classic Movies, Dramas, International Movies",Vyjayanthimala,1
1964,"Classic Movies, Music & Musicals",Alan Napier,1
1964,"Classic Movies, Music & Musicals",Audrey Hepburn,1
1964,"Classic Movies, Music & Musicals",Gladys Cooper,1
1964,"Classic Movies, Music & Musicals",Isobel Elsom,1
1964,"Classic Movies, Music & Musicals",Jeremy Brett,1
1964,"Classic Movies, Music & Musicals",John Holland,1
1964,"Classic Movies, Music & Musicals",Marni Nixon,1
1964,"Classic Movies, Music & Musicals",Mona Washbourne,1
1964,"Classic Movies, Music & Musicals",Rex Harrison,1
1964,"Classic Movies, Music & Musicals",Stanley Holloway,1
1964,"Classic Movies, Music & Musicals",Theodore Bikel,1
1964,"Classic Movies, Music & Musicals",Wilfred Hyde-White,1
1965,"Classic Movies, Dramas",Ann-Margret,1
1965,"Classic Movies, Dramas",Cab Calloway,1
1965,"Classic Movies, Dramas",Edward G. Robinson,1
1965,"Classic Movies, Dramas",Jack Weston,1
1965,"Classic Movies, Dramas",Jeff Corey,1
1965,"Classic Movies, Dramas",Joan Blondell,1
1965,"Classic Movies, Dramas",Karl Malden,1
1965,"Classic Movies, Dramas",Rip Torn,1
1965,"Classic Movies, Dramas",Steve McQueen,1
1965,"Classic Movies, Dramas",Theo Marcuse,1
1965,"Classic Movies, Dramas",Tuesday Weld,1
1965,"Classic Movies, Dramas, Romantic Movies",Alec Guinness,1
1965,"Classic Movies, Dramas, Romantic Movies",Geraldine Chaplin,1
1965,"Classic Movies, Dramas, Romantic Movies",Jeffrey Rockland,1
1965,"Classic Movies, Dramas, Romantic Movies",Julie Christie,1
1965,"Classic Movies, Dramas, Romantic Movies",Omar Sharif,1
1965,"Classic Movies, Dramas, Romantic Movies",Ralph Richardson,1
1965,"Classic Movies, Dramas, Romantic Movies",Rod Steiger,1
1965,"Classic Movies, Dramas, Romantic Movies",Siobhan McKenna,1
1965,"Classic Movies, Dramas, Romantic Movies",Tom Courtenay,1
1966,"Dramas, International Movies, Music & Musicals",Bipin Gupta,1
1966,"Dramas, International Movies, Music & Musicals",Gajanan Jagirdar,1
1966,"Dramas, International Movies, Music & Musicals",K.N. Singh,1
1966,"Dramas, International Movies, Music & Musicals",Prem Nath,1
1966,"Dramas, International Movies, Music & Musicals",Randhir,1
1966,"Dramas, International Movies, Music & Musicals",Sunil Dutt,1
1966,"Dramas, International Movies, Music & Musicals",Vyjayantimala,1
1966,"Dramas, International Movies, Music & Musicals",Zul Vellani,1
1967,"Action & Adventure, Classic Movies, Dramas",Denver Pyle,1
1967,"Action & Adventure, Classic Movies, Dramas",Dub Taylor,1
1967,"Action & Adventure, Classic Movies, Dramas",Estelle Parsons,1
1967,"Action & Adventure, Classic Movies, Dramas",Evans Evans,1
1967,"Action & Adventure, Classic Movies, Dramas",Faye Dunaway,1
1967,"Action & Adventure, Classic Movies, Dramas",Gene Hackman,1
1967,"Action & Adventure, Classic Movies, Dramas",Gene Wilder,1
1967,"Action & Adventure, Classic Movies, Dramas",Michael J. Pollard,1
1967,"Action & Adventure, Classic Movies, Dramas",Warren Beatty,1
1967,"Classic & Cult TV, TV Comedies",Andy Griffith,1
1967,"Classic & Cult TV, TV Comedies",Don Knotts,1
1967,"Classic & Cult TV, TV Comedies",Frances Bavier,1
1967,"Classic & Cult TV, TV Comedies",Hope Summers,1
1967,"Classic & Cult TV, TV Comedies",Howard McNear,1
1967,"Classic & Cult TV, TV Comedies",Ron Howard,1
1967,"Classic Movies, Dramas",Dennis Hopper,1
1967,"Classic Movies, Dramas",George Kennedy,1
1967,"Classic Movies, Dramas",Harry Dean Stanton,1
1967,"Classic Movies, Dramas",J.D. Cannon,1
1967,"Classic Movies, Dramas",James Gammon,1
1967,"Classic Movies, Dramas",Jo Van Fleet,1
1967,"Classic Movies, Dramas",Joe Don Baker,1
1967,"Classic Movies, Dramas",Lou Antonio,1
1967,"Classic Movies, Dramas",Paul Newman,1
1967,"Classic Movies, Dramas",Robert Drivas,1
1967,"Classic Movies, Dramas",Strother Martin,1
1967,"Classic Movies, Dramas",Wayne Rogers,1
1967,"Classic Movies, Dramas, Independent Movies",Anne Collette,1
1967,"Classic Movies, Dramas, Independent Movies",Catherine Scorsese,1
1967,"Classic Movies, Dramas, Independent Movies",Harry Northup,1
1967,"Classic Movies, Dramas, Independent Movies",Harvey Keitel,1
1967,"Classic Movies, Dramas, Independent Movies",Lennard Kuras,1
1967,"Classic Movies, Dramas, Independent Movies",Marissa Mathes,1
1967,"Classic Movies, Dramas, Independent Movies",Michael Scala,1
1967,"Classic Movies, Dramas, Independent Movies",Susan Wood,1
1967,"Classic Movies, Dramas, Independent Movies",Zina Bethune,1
1967,"Classic Movies, Dramas, International Movies",Arkadiusz Bazak,1
1967,"Classic Movies, Dramas, International Movies",Bogusz Bilewski,1
1967,"Classic Movies, Dramas, International Movies",Józef Nowak,1
1967,"Classic Movies, Dramas, International Movies",Tadeusz Pluciński,1
1967,"Classic Movies, Dramas, International Movies",Tadeusz Schmidt,1
1967,"Classic Movies, Dramas, International Movies",Zygmunt Hübner,1
1968,"Action & Adventure, Classic Movies, International Movies",Charles Bronson,1
1968,"Action & Adventure, Classic Movies, International Movies",Claudia Cardinale,1
1968,"Action & Adventure, Classic Movies, International Movies",Frank Wolff,1
1968,"Action & Adventure, Classic Movies, International Movies",Gabriele Ferzetti,1
1968,"Action & Adventure, Classic Movies, International Movies",Henry Fonda,1
1968,"Action & Adventure, Classic Movies, International Movies",Jack Elam,1
1968,"Action & Adventure, Classic Movies, International Movies",Jason Robards,1
1968,"Action & Adventure, Classic Movies, International Movies",Keenan Wynn,1
1968,"Action & Adventure, Classic Movies, International Movies",Lionel Stander,1
1968,"Action & Adventure, Classic Movies, International Movies",Paolo Stoppa,1
1968,"Action & Adventure, Classic Movies, International Movies",Woody Strode,1
1968,"Children & Family Movies, Classic Movies, Comedies",Adrian Hall,1
1968,"Children & Family Movies, Classic Movies, Comedies",Alexander Doré,1
1968,"Children & Family Movies, Classic Movies, Comedies",Anna Quayle,1
1968,"Children & Family Movies, Classic Movies, Comedies",Barbara Windsor,1
1968,"Children & Family Movies, Classic Movies, Comedies",Benny Hill,1
1968,"Children & Family Movies, Classic Movies, Comedies",Bernard Spear,1
1968,"Children & Family Movies, Classic Movies, Comedies",Davy Kaye,1
1968,"Children & Family Movies, Classic Movies, Comedies",Dick Van Dyke,1
1968,"Children & Family Movies, Classic Movies, Comedies",Gert Fröbe,1
1968,"Children & Family Movies, Classic Movies, Comedies",Heather Ripley,1
1968,"Children & Family Movies, Classic Movies, Comedies",James Robertson Justice,1
1968,"Children & Family Movies, Classic Movies, Comedies",Lionel Jeffries,1
1968,"Children & Family Movies, Classic Movies, Comedies",Robert Helpmann,1
1968,"Children & Family Movies, Classic Movies, Comedies",Sally Ann Howes,1
1968,"Children & Family Movies, Classic Movies, Comedies",Stanley Unwin,1
1968,"Classic Movies, Horror Movies, Thrillers",Charles Grodin,1
1968,"Classic Movies, Horror Movies, Thrillers",Elisha Cook Jr.,1
1968,"Classic Movies, Horror Movies, Thrillers",Emmaline Henry,1
1968,"Classic Movies, Horror Movies, Thrillers",John Cassavetes,1
1968,"Classic Movies, Horror Movies, Thrillers",Maurice Evans,1
1968,"Classic Movies, Horror Movies, Thrillers",Mia Farrow,1
1968,"Classic Movies, Horror Movies, Thrillers",Patsy Kelly,1
1968,"Classic Movies, Horror Movies, Thrillers",Ralph Bellamy,1
1968,"Classic Movies, Horror Movies, Thrillers",Ruth Gordon,1
1968,"Classic Movies, Horror Movies, Thrillers",Sidney Blackmer,1
1969,"Classic Movies, Dramas",Alfred Ryder,1
1969,"Classic Movies, Dramas",Dennis Hopper,1
1969,"Classic Movies, Dramas",Glen Campbell,1
1969,"Classic Movies, Dramas",Jeff Corey,1
1969,"Classic Movies, Dramas",Jeremy Slate,1
1969,"Classic Movies, Dramas",John Wayne,1
1969,"Classic Movies, Dramas",Kim Darby,1
1969,"Classic Movies, Dramas",Robert Duvall,1
1969,"Classic Movies, Dramas",Strother Martin,1
1969,"Dramas, International Movies, Romantic Movies",Ajit,1
1969,"Dramas, International Movies, Romantic Movies",Helen,1
1969,"Dramas, International Movies, Romantic Movies",Leela Chitnis,1
1969,"Dramas, International Movies, Romantic Movies",Parveen Choudhary,1
1969,"Dramas, International Movies, Romantic Movies",Rajendra Nath,1
1969,"Dramas, International Movies, Romantic Movies",Rashid Khan,1
1969,"Dramas, International Movies, Romantic Movies",Shammi Kapoor,1
1969,"Dramas, International Movies, Romantic Movies",Sudhir,1
1969,"Dramas, International Movies, Romantic Movies",Sunder,1
1969,"Dramas, International Movies, Romantic Movies",Vyjayantimala,1
1970,"Classic Movies, Dramas, International Movies",Ali El Sherif,1
1970,"Classic Movies, Dramas, International Movies",Ezzat El Alaili,1
1970,"Classic Movies, Dramas, International Movies",Hamdy Ahmed,1
1970,"Classic Movies, Dramas, International Movies",Mahmoud El Meleigy,1
1970,"Classic Movies, Dramas, International Movies",Nagwa Ibrahim,1
1970,"Classic Movies, Dramas, International Movies",Salah El-Saadany,1
1970,"Classic Movies, Dramas, International Movies",Tawfik El Deken,1
1970,"Classic Movies, Dramas, International Movies",Yehia Chahine,1
1970,"Comedies, Cult Movies, International Movies",Andrzej Dobosz,1
1970,"Comedies, Cult Movies, International Movies",Feridun Erol,1
1970,"Comedies, Cult Movies, International Movies",Jan Himilsbach,1
1970,"Comedies, Cult Movies, International Movies",Jerzy Dobrowolski,1
1970,"Comedies, Cult Movies, International Movies",Jolanta Lothe,1
1970,"Comedies, Cult Movies, International Movies",Stanislaw Tym,1
1970,"Comedies, Cult Movies, International Movies",Wanda Stanisławska-Lothe,1
1970,"Comedies, Cult Movies, International Movies",Zdzislaw Maklakiewicz,1
1971,"Action & Adventure, Cult Movies, International Movies",Brahm Bhardwaj,1
1971,"Action & Adventure, Cult Movies, International Movies",Helen,1
1971,"Action & Adventure, Cult Movies, International Movies",Madan Puri,1
1971,"Action & Adventure, Cult Movies, International Movies",Rekha,1
1971,"Action & Adventure, Cult Movies, International Movies",Vinod Khanna,1
1971,"Action & Adventure, Cult Movies, International Movies",Vinod Mehra,1
1971,"Children & Family Movies, Classic Movies, Comedies",Denise Nickerson,1
1971,"Children & Family Movies, Classic Movies, Comedies",Dodo Denney,1
1971,"Children & Family Movies, Classic Movies, Comedies",Gene Wilder,1
1971,"Children & Family Movies, Classic Movies, Comedies",Jack Albertson,1
1971,"Children & Family Movies, Classic Movies, Comedies",Julie Dawn Cole,1
1971,"Children & Family Movies, Classic Movies, Comedies",Leonard Stone,1
1971,"Children & Family Movies, Classic Movies, Comedies",Paris Themmen,1
1971,"Children & Family Movies, Classic Movies, Comedies",Peter Ostrum,1
1971,"Children & Family Movies, Classic Movies, Comedies",Roy Kinnear,1
1971,"Children & Family Movies, Classic Movies, Comedies",Ursula Reit,1
1971,"Classic Movies, Cult Movies, Dramas",Adrienne Corri,1
1971,"Classic Movies, Cult Movies, Dramas",James Marcus,1
1971,"Classic Movies, Cult Movies, Dramas",Malcolm McDowell,1
1971,"Classic Movies, Cult Movies, Dramas",Michael Bates,1
1971,"Classic Movies, Cult Movies, Dramas",Miriam Karlin,1
1971,"Classic Movies, Cult Movies, Dramas",Patrick Magee,1
1971,"Classic Movies, Cult Movies, Dramas",Paul Farrell,1
1971,"Classic Movies, Cult Movies, Dramas",Warren Clarke,1
1971,"Classic Movies, Dramas, International Movies",Asit Kumar Sen,1
1971,"Classic Movies, Dramas, International Movies",Chandramohan,1
1971,"Classic Movies, Dramas, International Movies",Dulari,1
1971,"Classic Movies, Dramas, International Movies",Hema Malini,1
1971,"Classic Movies, Dramas, International Movies",Meena T.,1
1971,"Classic Movies, Dramas, International Movies",Paintal,1
1971,"Classic Movies, Dramas, International Movies",Raaj Kumar,1
1971,"Classic Movies, Dramas, International Movies",Rakhee Gulzar,1
1971,"Classic Movies, Dramas, International Movies",Sujata Bakshi,1
1971,"Classic Movies, Dramas, International Movies",Vinod Mehra,1
1971,"Classic Movies, Dramas, Music & Musicals",Leonard Frey,1
1971,"Classic Movies, Dramas, Music & Musicals",Michele Marsh,1
1971,"Classic Movies, Dramas, Music & Musicals",Molly Picon,1
1971,"Classic Movies, Dramas, Music & Musicals",Neva Small,1
1971,"Classic Movies, Dramas, Music & Musicals",Norma Crane,1
1971,"Classic Movies, Dramas, Music & Musicals",Paul Mann,1
1971,"Classic Movies, Dramas, Music & Musicals",Paul Michael Glaser,1
1971,"Classic Movies, Dramas, Music & Musicals",Ray Lovelock,1
1971,"Classic Movies, Dramas, Music & Musicals",Rosalind Harris,1
1971,"Classic Movies, Dramas, Music & Musicals",Topol,1
1972,"Action & Adventure, Classic Movies, Dramas",Carl Lee,1
1972,"Action & Adventure, Classic Movies, Dramas",Charles McGregor,1
1972,"Action & Adventure, Classic Movies, Dramas",Julius Harris,1
1972,"Action & Adventure, Classic Movies, Dramas",Nate Adams,1
1972,"Action & Adventure, Classic Movies, Dramas",Polly Niles,1
1972,"Action & Adventure, Classic Movies, Dramas",Ron O'Neal,1
1972,"Action & Adventure, Classic Movies, Dramas",Sheila Frazier,1
1972,"Action & Adventure, Classic Movies, Dramas",Yvonne Delaine,1
1972,"Classic Movies, Comedies, Dramas",A.K. Hangal,1
1972,"Classic Movies, Comedies, Dramas",Asrani,1
1972,"Classic Movies, Comedies, Dramas",Durga Khote,1
1972,"Classic Movies, Comedies, Dramas",Jaya Bhaduri,1
1972,"Classic Movies, Comedies, Dramas",Kali Bannerjee,1
1972,"Classic Movies, Comedies, Dramas",Paintal,1
1972,"Classic Movies, Comedies, Dramas",Rajesh Khanna,1
1972,"Classic Movies, Comedies, Dramas",Usha Kiran,1
1972,Documentaries,Donald Sutherland,1
1972,Documentaries,Holly Near,1
1972,Documentaries,Jane Fonda,1
1972,Documentaries,Len Chandler,1
1972,Documentaries,Michael Alaimo,1
1972,Documentaries,Pamela Donegan,1
1972,Documentaries,Paul Mooney,1
1972,Documentaries,Rita Martinson,1
1972,"International Movies, Romantic Movies",Asrani,1
1972,"International Movies, Romantic Movies",Dina Pathak,1
1972,"International Movies, Romantic Movies",Jaya Bhaduri,1
1972,"International Movies, Romantic Movies",Om Shivpuri,1
1972,"International Movies, Romantic Movies",Sanjeev Kumar,1
1972,"International Movies, Romantic Movies",Seema,1
1972,"International TV Shows, TV Comedies",Connie Booth,1
1972,"International TV Shows, TV Comedies",Eric Idle,1
1972,"International TV Shows, TV Comedies",Graham Chapman,1
1972,"International TV Shows, TV Comedies",John Cleese,1
1972,"International TV Shows, TV Comedies",Michael Palin,1
1972,"International TV Shows, TV Comedies",Terry Jones,1
1973,"Action & Adventure, Classic Movies",Ahna Capri,1
1973,"Action & Adventure, Classic Movies",Angela Mao,1
1973,"Action & Adventure, Classic Movies",Bernie Casey,1
1973,"Action & Adventure, Classic Movies",Betty Chung,1
1973,"Action & Adventure, Classic Movies",Bolo Yeung,1
1973,"Action & Adventure, Classic Movies",BrendaSykes,1
1973,"Action & Adventure, Classic Movies",Bruce Lee,1
1973,"Action & Adventure, Classic Movies",Esther Rolle,1
1973,"Action & Adventure, Classic Movies",Geoffrey Weeks,1
1973,"Action & Adventure, Classic Movies",Jim Kelly,1
1973,"Action & Adventure, Classic Movies",John Saxon,1
1973,"Action & Adventure, Classic Movies",Kien Shih,1
1973,"Action & Adventure, Classic Movies",Peter Archer,1
1973,"Action & Adventure, Classic Movies",Robert Wall,1
1973,"Action & Adventure, Classic Movies",Shelley Winters,1
1973,"Action & Adventure, Classic Movies",Tamara Dobson,1
1973,"Action & Adventure, International Movies",Charlie Chin,1
1973,"Action & Adventure, International Movies",Danny Denzongpa,1
